,ds_id,key,value
101,27454939-3f7e-498b-bd60-aa04e11520b6,namespace,http://aliada.scanbit.net:8891/id/collections/
102,27454939-3f7e-498b-bd60-aa04e11520b6,triples,28908
103,82115c09-2207-4d95-9dbf-6f0990746e48,Version,2015-11-04
104,82115c09-2207-4d95-9dbf-6f0990746e48,links:culturegraph,12.263.210
105,82115c09-2207-4d95-9dbf-6f0990746e48,links:doi,179.115
106,82115c09-2207-4d95-9dbf-6f0990746e48,links:gnd,22.627.209
107,82115c09-2207-4d95-9dbf-6f0990746e48,links:handle,5.263
108,82115c09-2207-4d95-9dbf-6f0990746e48,links:iso639-2,3.724.477
109,82115c09-2207-4d95-9dbf-6f0990746e48,links:urn,1.893.657
110,82115c09-2207-4d95-9dbf-6f0990746e48,links:zdb,489.063
111,82115c09-2207-4d95-9dbf-6f0990746e48,namespace,http://d-nb.info/
112,82115c09-2207-4d95-9dbf-6f0990746e48,publishingInstitution,http://ld.zdb-services.de/data/organisations/DE-101.rdf
113,82115c09-2207-4d95-9dbf-6f0990746e48,triples,201.423.197
114,619d4224-7388-4564-863f-f83bac46a2a7,Version ,2015-11-04
115,619d4224-7388-4564-863f-f83bac46a2a7,links:DBpedia,80.591
116,619d4224-7388-4564-863f-f83bac46a2a7,links:Wikipedia,331.100
117,619d4224-7388-4564-863f-f83bac46a2a7,links:geonames,47.695
118,619d4224-7388-4564-863f-f83bac46a2a7,links:stw,15.168
119,619d4224-7388-4564-863f-f83bac46a2a7,links:viaf,8.070.021
120,619d4224-7388-4564-863f-f83bac46a2a7,namespace,http://d-nb.info/gnd/
121,619d4224-7388-4564-863f-f83bac46a2a7,publishingInstitution,http://ld.zdb-services.de/data/organisations/DE-101.rdf
122,619d4224-7388-4564-863f-f83bac46a2a7,shortname,GND
123,619d4224-7388-4564-863f-f83bac46a2a7,triples,129.250.933
124,8cbbf52a-4efc-49d1-a60e-0615e656e42f,license_link,https://creativecommons.org/licenses/by/4.0/
125,8cbbf52a-4efc-49d1-a60e-0615e656e42f,links:cz-eh-1-atc,108737
126,8cbbf52a-4efc-49d1-a60e-0615e656e42f,namespace,http://linked.opendata.cz/resource/sukl/medicinal-product-packaging/
127,8cbbf52a-4efc-49d1-a60e-0615e656e42f,shortname,CZ Drugs
128,8cbbf52a-4efc-49d1-a60e-0615e656e42f,sparql_graph_name,http://linked.opendata.cz/resource/dataset/sukl/drugs
129,8cbbf52a-4efc-49d1-a60e-0615e656e42f,triples,1144314
130,44ecd901-b4bb-4af5-85f7-7cc4d80f304a,links:bluk-bnb,2693
131,44ecd901-b4bb-4af5-85f7-7cc4d80f304a,links:datos-bne-es,0
132,44ecd901-b4bb-4af5-85f7-7cc4d80f304a,links:dbpedia,27127
133,44ecd901-b4bb-4af5-85f7-7cc4d80f304a,links:europeana-lod-v1,8955
134,44ecd901-b4bb-4af5-85f7-7cc4d80f304a,links:freebase,11678
135,44ecd901-b4bb-4af5-85f7-7cc4d80f304a,links:geonames,0
136,44ecd901-b4bb-4af5-85f7-7cc4d80f304a,links:hungarian-national-library-catalog,91752
137,44ecd901-b4bb-4af5-85f7-7cc4d80f304a,links:lcsh,0
138,44ecd901-b4bb-4af5-85f7-7cc4d80f304a,links:lobid-organisations,32
139,44ecd901-b4bb-4af5-85f7-7cc4d80f304a,links:lobid-resources,0
140,44ecd901-b4bb-4af5-85f7-7cc4d80f304a,links:marc-codes,0
141,44ecd901-b4bb-4af5-85f7-7cc4d80f304a,links:open-library,0
142,44ecd901-b4bb-4af5-85f7-7cc4d80f304a,links:viaf,2174
143,44ecd901-b4bb-4af5-85f7-7cc4d80f304a,namespace,http://datos.artium.org/id/collections/
144,44ecd901-b4bb-4af5-85f7-7cc4d80f304a,triples,4436657
145,a9b036bc-b18f-4e0d-94e7-c79648ffe928,links:bluk-bnb,0
146,a9b036bc-b18f-4e0d-94e7-c79648ffe928,links:datos-bne-es,48
147,a9b036bc-b18f-4e0d-94e7-c79648ffe928,links:dbpedia,329
148,a9b036bc-b18f-4e0d-94e7-c79648ffe928,links:europeana-lod-v1,627
149,a9b036bc-b18f-4e0d-94e7-c79648ffe928,links:freebase,848
150,a9b036bc-b18f-4e0d-94e7-c79648ffe928,links:geonames,6
151,a9b036bc-b18f-4e0d-94e7-c79648ffe928,links:hungarian-national-library-catalog,704
152,a9b036bc-b18f-4e0d-94e7-c79648ffe928,links:lcsh,0
153,a9b036bc-b18f-4e0d-94e7-c79648ffe928,links:lobid-organisations,0
154,a9b036bc-b18f-4e0d-94e7-c79648ffe928,links:lobid-resources,0
155,a9b036bc-b18f-4e0d-94e7-c79648ffe928,links:marc-codes,1
156,a9b036bc-b18f-4e0d-94e7-c79648ffe928,links:open-library,0
157,a9b036bc-b18f-4e0d-94e7-c79648ffe928,links:viaf,0
158,a9b036bc-b18f-4e0d-94e7-c79648ffe928,namespace,http://data.szepmuveszeti.hu/id/collections/
159,a9b036bc-b18f-4e0d-94e7-c79648ffe928,triples,334699
160,9dd2816c-d8e5-44d1-b667-76cceee71107,links:gold,264
161,9dd2816c-d8e5-44d1-b667-76cceee71107,links:isocat,361
162,9dd2816c-d8e5-44d1-b667-76cceee71107,links:tds,83
163,9dd2816c-d8e5-44d1-b667-76cceee71107,triples,43775
164,a9467664-dfda-4b0f-8166-3bbf19ab8ed3,namespace,http://datos.eurohelp.es/PruebasFinales/
165,a9467664-dfda-4b0f-8166-3bbf19ab8ed3,shortname,GIDemografia
166,a9467664-dfda-4b0f-8166-3bbf19ab8ed3,sparql_graph_name,http://eurohelp.es/engimu/datos/FinalSkeletor/ataun2014
167,a9467664-dfda-4b0f-8166-3bbf19ab8ed3,triples,1711
168,2a8ef906-e6a7-49a6-a4a7-9d64af2b1d01,homepage,http://www.yovisto.com/labs/ner-benchmarks/
169,2a8ef906-e6a7-49a6-a4a7-9d64af2b1d01,links:dbpedia,144
170,2a8ef906-e6a7-49a6-a4a7-9d64af2b1d01,triples,1410
171,0d0fd483-9c18-4494-ac02-763687293eb0,triples,158
172,ee604595-1ec1-4678-bf5d-0b285df52427,Latest release,July 2014
173,ee604595-1ec1-4678-bf5d-0b285df52427,VoID file,http://aims.fao.org/aos/agrovoc/void.ttl 
174,b3b3e923-2374-4756-9635-5fe41b66020e,license_link,https://creativecommons.org/licenses/by/4.0/
175,b3b3e923-2374-4756-9635-5fe41b66020e,links:cz-ovm,3528
176,b3b3e923-2374-4756-9635-5fe41b66020e,links:data-gov-uk-time-intervals,1105
177,b3b3e923-2374-4756-9635-5fe41b66020e,namespace,http://data.nku.cz/resource/
178,b3b3e923-2374-4756-9635-5fe41b66020e,shortname,Inspections of SAO CZ
179,b3b3e923-2374-4756-9635-5fe41b66020e,sparql_graph_name,http://data.nku.cz/resource/dataset/check-actions
180,b3b3e923-2374-4756-9635-5fe41b66020e,triples,27144
181,aaf5786c-9f88-4a7e-b640-83894c0e1b26,license_link,https://creativecommons.org/licenses/by/4.0/
182,aaf5786c-9f88-4a7e-b640-83894c0e1b26,links:cz-sao-check-actions-law,7692
183,aaf5786c-9f88-4a7e-b640-83894c0e1b26,namespace,http://data.nku.cz/resource/
184,aaf5786c-9f88-4a7e-b640-83894c0e1b26,shortname,Check Actions Legal Acts SAO CZ
185,aaf5786c-9f88-4a7e-b640-83894c0e1b26,sparql_graph_name,http://data.nku.cz/resource/dataset/check-actions-law
186,aaf5786c-9f88-4a7e-b640-83894c0e1b26,triples,9940
187,90975e69-60de-4ff6-9714-7e70200cd2ae,links:gold,503
188,90975e69-60de-4ff6-9714-7e70200cd2ae,triples,25000
189,b0095428-520b-49b1-88a8-99d36d8b4e24,links:lexinfo,2078
190,b0095428-520b-49b1-88a8-99d36d8b4e24,triples,233372
191,dc83d539-e0a1-4ee8-a31b-fec28642de9b,triples,3000
192,396d2b9f-0ef4-4a41-8440-87f13c8caf79,URL,http://www.rusmarc.ru/RDF/nlr-bibcore.html
193,396d2b9f-0ef4-4a41-8440-87f13c8caf79,Version,"""2015-07-20"""
194,396d2b9f-0ef4-4a41-8440-87f13c8caf79,entities,129
195,396d2b9f-0ef4-4a41-8440-87f13c8caf79,shortname,NLR BibCore
196,396d2b9f-0ef4-4a41-8440-87f13c8caf79,source,http://www.nlr.ru
197,396d2b9f-0ef4-4a41-8440-87f13c8caf79,triples,2372
198,f426c1d3-3028-4566-bc6d-2f24494b6839,links:geonames,40729
199,f426c1d3-3028-4566-bc6d-2f24494b6839,triples,2650000
200,14b8b927-0c46-4ba9-a243-41c727940965,links:bio2rdf-uniprot,30404
201,14b8b927-0c46-4ba9-a243-41c727940965,links:bio2rdf-uniprot-taxonomy,37809
202,14b8b927-0c46-4ba9-a243-41c727940965,links:dbpedia,11805
203,14b8b927-0c46-4ba9-a243-41c727940965,links:freebase,171
204,14b8b927-0c46-4ba9-a243-41c727940965,links:geonames-semantic-web,298476
205,14b8b927-0c46-4ba9-a243-41c727940965,links:opencyc,24
206,14b8b927-0c46-4ba9-a243-41c727940965,links:umbel,2
207,14b8b927-0c46-4ba9-a243-41c727940965,namespace,http://lod.geospecies.org/
208,14b8b927-0c46-4ba9-a243-41c727940965,sparql_graph_name,http://species.geospecies.org/
209,14b8b927-0c46-4ba9-a243-41c727940965,triples,2163922
210,6435a264-60ad-431b-8e36-9c1f284f60cc,bioimages,1000
211,6435a264-60ad-431b-8e36-9c1f284f60cc,link:geonames,585666
212,6435a264-60ad-431b-8e36-9c1f284f60cc,links:bbc-wildlife-finder,318
213,6435a264-60ad-431b-8e36-9c1f284f60cc,links:bio2rdf,43889
214,6435a264-60ad-431b-8e36-9c1f284f60cc,links:dbpedia,147877
215,6435a264-60ad-431b-8e36-9c1f284f60cc,links:eol,108175
216,6435a264-60ad-431b-8e36-9c1f284f60cc,links:eunis,9489
217,6435a264-60ad-431b-8e36-9c1f284f60cc,links:fishes-of-texas,611
218,6435a264-60ad-431b-8e36-9c1f284f60cc,links:freebase,18743
219,6435a264-60ad-431b-8e36-9c1f284f60cc,links:geospecies,17814
220,6435a264-60ad-431b-8e36-9c1f284f60cc,links:gni,100000
221,6435a264-60ad-431b-8e36-9c1f284f60cc,links:opencyc,26
222,6435a264-60ad-431b-8e36-9c1f284f60cc,links:umbel,9
223,6435a264-60ad-431b-8e36-9c1f284f60cc,links:uniprot,43919
224,6435a264-60ad-431b-8e36-9c1f284f60cc,namespace,http://lod.taxonconcept.org/
225,6435a264-60ad-431b-8e36-9c1f284f60cc,shortname,TaxonConcept
226,6435a264-60ad-431b-8e36-9c1f284f60cc,triples,34394994
227,c9ca345c-7391-4cec-9305-4d8db5facf8e,license_link,https://creativecommons.org/licenses/by/4.0/
228,c9ca345c-7391-4cec-9305-4d8db5facf8e,links:cz-ares-or,5531
229,c9ca345c-7391-4cec-9305-4d8db5facf8e,links:cz-ruian,6654
230,c9ca345c-7391-4cec-9305-4d8db5facf8e,links:dbpedia,3
231,c9ca345c-7391-4cec-9305-4d8db5facf8e,namespace,http://data.nku.cz/resource/
232,c9ca345c-7391-4cec-9305-4d8db5facf8e,shortname,Audited subjects of SAO CZ
233,c9ca345c-7391-4cec-9305-4d8db5facf8e,sparql_graph_name,http://data.nku.cz/resource/dataset/audited-subjects
234,c9ca345c-7391-4cec-9305-4d8db5facf8e,triples,42588
235,d62c75c0-017c-4068-95d3-2936dfdc6f40,Version,2013
236,d62c75c0-017c-4068-95d3-2936dfdc6f40,VoID file,http://onto.beef.org.pl/ontobeef/files/void.ttl
237,d62c75c0-017c-4068-95d3-2936dfdc6f40,links:agrovoc-skos,797
238,d62c75c0-017c-4068-95d3-2936dfdc6f40,links:gemet,211
239,d62c75c0-017c-4068-95d3-2936dfdc6f40,links:nalt,546
240,d62c75c0-017c-4068-95d3-2936dfdc6f40,links:stw-thesaurus-for-economics,119
241,d62c75c0-017c-4068-95d3-2936dfdc6f40,namespace,http://onto.beef.org.pl/domain/
242,d62c75c0-017c-4068-95d3-2936dfdc6f40,triples,13099
243,6e3211ee-81ac-4541-b3df-c7897f361eb5,license_link,http://www.pokepedia.fr/Poképédia:Copyrights
244,6e3211ee-81ac-4541-b3df-c7897f361eb5,links:data-incubator-pokedex,510
245,6e3211ee-81ac-4541-b3df-c7897f361eb5,links:dbpedia,493
246,6e3211ee-81ac-4541-b3df-c7897f361eb5,namespace,http://www.pokepedia.fr/
247,6e3211ee-81ac-4541-b3df-c7897f361eb5,triples,115150
248,bc6b575b-f8c3-4c98-8c0b-861cac94d31c,license_link,https://creativecommons.org/licenses/by/4.0/
249,bc6b575b-f8c3-4c98-8c0b-861cac94d31c,links:cz-sidc-drugs,12201
250,bc6b575b-f8c3-4c98-8c0b-861cac94d31c,namespace,http://linked.opendata.cz/resource/sukl/medicinal-product-packaging/
251,bc6b575b-f8c3-4c98-8c0b-861cac94d31c,shortname,CZ Drug Prices
252,bc6b575b-f8c3-4c98-8c0b-861cac94d31c,sparql_graph_name,http://linked.opendata.cz/resource/dataset/sukl/drug-prices
253,bc6b575b-f8c3-4c98-8c0b-861cac94d31c,triples,10192022
254,ac29e5a3-95ae-4f6d-909e-2dd9f4f61d43,license_link,https://creativecommons.org/licenses/by/4.0/
255,ac29e5a3-95ae-4f6d-909e-2dd9f4f61d43,links:cz-sidc-drugs,72578
256,ac29e5a3-95ae-4f6d-909e-2dd9f4f61d43,namespace,http://linked.opendata.cz/resource/sukl/active-ingredient/
257,ac29e5a3-95ae-4f6d-909e-2dd9f4f61d43,shortname,CZ Drug Ingredients
258,ac29e5a3-95ae-4f6d-909e-2dd9f4f61d43,sparql_graph_name,http://linked.opendata.cz/resource/dataset/sukl/drug-ingredients
259,ac29e5a3-95ae-4f6d-909e-2dd9f4f61d43,triples,210870
260,7be747e4-ca4a-4a77-a563-656f0a24be33,license_link,https://creativecommons.org/licenses/by/4.0/
261,7be747e4-ca4a-4a77-a563-656f0a24be33,links:dbpedia,5955
262,7be747e4-ca4a-4a77-a563-656f0a24be33,namespace,http://linked.opendata.cz/resource/atc/
263,7be747e4-ca4a-4a77-a563-656f0a24be33,shortname,CZ ATC
264,7be747e4-ca4a-4a77-a563-656f0a24be33,sparql_graph_name,http://linked.opendata.cz/resource/dataset/atc
265,7be747e4-ca4a-4a77-a563-656f0a24be33,triples,47540
266,330c283a-4651-4b8f-ac98-ad3f0c73b757,license_link,https://creativecommons.org/licenses/by/4.0/
267,330c283a-4651-4b8f-ac98-ad3f0c73b757,links:cz-ruian,819
268,330c283a-4651-4b8f-ac98-ad3f0c73b757,links:data-gov-uk-time-intervals,819
269,330c283a-4651-4b8f-ac98-ad3f0c73b757,namespace,http://data.czso.cz/resource/observation/selected-indicators-of-public-health/
270,330c283a-4651-4b8f-ac98-ad3f0c73b757,shortname,CZ causes of death
271,330c283a-4651-4b8f-ac98-ad3f0c73b757,sparql_graph_name,http://data.czso.cz/resource/dataset/deaths-by-selected-causes-of-death
272,330c283a-4651-4b8f-ac98-ad3f0c73b757,triples,6489
273,8a37fd4a-cff9-47af-8ea3-fccbd2fd01c6,license_link,https://creativecommons.org/licenses/by/4.0/
274,8a37fd4a-cff9-47af-8ea3-fccbd2fd01c6,links:cz-ruian,2403
275,8a37fd4a-cff9-47af-8ea3-fccbd2fd01c6,links:data-gov-uk-time-intervals,2403
276,8a37fd4a-cff9-47af-8ea3-fccbd2fd01c6,namespace,http://data.czso.cz/resource/observation/job-applicants-and-unemployment-rate/
277,8a37fd4a-cff9-47af-8ea3-fccbd2fd01c6,shortname,CZ unemployment statistics
278,8a37fd4a-cff9-47af-8ea3-fccbd2fd01c6,sparql_graph_name,http://data.czso.cz/resource/dataset/job-applicants-and-unemployment-rate
279,8a37fd4a-cff9-47af-8ea3-fccbd2fd01c6,triples,18423
280,2278f539-b988-4427-91db-497904b36845,license_link,https://creativecommons.org/licenses/by/4.0/
281,2278f539-b988-4427-91db-497904b36845,links:cz-ruian,2184
282,2278f539-b988-4427-91db-497904b36845,links:data-gov-uk-time-intervals,2184
283,2278f539-b988-4427-91db-497904b36845,namespace,http://data.czso.cz/resource/observation/unemployment-rate/
284,2278f539-b988-4427-91db-497904b36845,shortname,CZ unemployment rate
285,2278f539-b988-4427-91db-497904b36845,sparql_graph_name,http://data.czso.cz/resource/dataset/unemployment-rate
286,2278f539-b988-4427-91db-497904b36845,triples,14985
287,a18bae7f-3cbb-48ee-8a18-47f9cc1ee898,license_link,https://creativecommons.org/licenses/by/4.0/
288,a18bae7f-3cbb-48ee-8a18-47f9cc1ee898,links:cz-ruian,1638
289,a18bae7f-3cbb-48ee-8a18-47f9cc1ee898,links:data-gov-uk-time-intervals,1638
290,a18bae7f-3cbb-48ee-8a18-47f9cc1ee898,namespace,http://data.czso.cz/resource/observation/job-applicants/
291,a18bae7f-3cbb-48ee-8a18-47f9cc1ee898,shortname,CZ job applicants statistics
292,a18bae7f-3cbb-48ee-8a18-47f9cc1ee898,sparql_graph_name,http://data.czso.cz/resource/dataset/job-applicants
293,a18bae7f-3cbb-48ee-8a18-47f9cc1ee898,triples,12978
294,1aba459a-37c6-4f14-8b24-52c0a92ea032,license_link,https://creativecommons.org/licenses/by/4.0/
295,1aba459a-37c6-4f14-8b24-52c0a92ea032,links:cz-ruian,1274
296,1aba459a-37c6-4f14-8b24-52c0a92ea032,links:data-gov-uk-time-intervals,1274
297,1aba459a-37c6-4f14-8b24-52c0a92ea032,namespace,http://data.czso.cz/resource/observation/selected-indicators-of-public-health/
298,1aba459a-37c6-4f14-8b24-52c0a92ea032,shortname,CZ health indicators
299,1aba459a-37c6-4f14-8b24-52c0a92ea032,sparql_graph_name,http://data.czso.cz/resource/dataset/selected-indicators-of-public-health
300,1aba459a-37c6-4f14-8b24-52c0a92ea032,triples,
301,25d840df-f119-4aa2-89b1-030f7cff6928,license_link,https://creativecommons.org/licenses/by/4.0/
302,25d840df-f119-4aa2-89b1-030f7cff6928,links:cz-ruian,6353
303,25d840df-f119-4aa2-89b1-030f7cff6928,namespace,http://linked.opendata.cz/resource/region/
304,25d840df-f119-4aa2-89b1-030f7cff6928,shortname,CZ regions
305,25d840df-f119-4aa2-89b1-030f7cff6928,sparql_graph_name,http://data.czso.cz/resource/dataset/regions
306,25d840df-f119-4aa2-89b1-030f7cff6928,triples,108263
307,07d19fd0-328a-475b-bb9f-b5a01d551fb9,license_link,https://creativecommons.org/licenses/by/4.0/
308,07d19fd0-328a-475b-bb9f-b5a01d551fb9,links:cz-ruian,126
309,07d19fd0-328a-475b-bb9f-b5a01d551fb9,links:data-gov-uk-time-intervals,126
310,07d19fd0-328a-475b-bb9f-b5a01d551fb9,namespace,http://data.czso.cz/resource/observation/average-salaries/
311,07d19fd0-328a-475b-bb9f-b5a01d551fb9,shortname,CZ salaries statistics
312,07d19fd0-328a-475b-bb9f-b5a01d551fb9,sparql_graph_name,http://data.czso.cz/resource/dataset/average-salaries
313,07d19fd0-328a-475b-bb9f-b5a01d551fb9,triples,882
314,8d90c049-2972-4157-a33d-6d0a3bccd903,license_link,https://creativecommons.org/licenses/by/4.0/
315,8d90c049-2972-4157-a33d-6d0a3bccd903,links:cz-ruian,462
316,8d90c049-2972-4157-a33d-6d0a3bccd903,links:data-gov-uk-time-intervals,462
317,8d90c049-2972-4157-a33d-6d0a3bccd903,namespace,http://data.czso.cz/resource/observation/social-service-facilities/
318,8d90c049-2972-4157-a33d-6d0a3bccd903,shortname,CZ social service statistics
