,cache_last_updated,cache_url,created,description,ds_id,format,hash,id,last_modified,mimetype,mimetype_inner,name,resource_type,size,state,url,url_type,webstore_last_updated,webstore_url
10,,,2012-09-21T11:05:11.237437,This file contains the list of names and their variants. It is planned that this file will be updated daily in order to include the most recently added entity names.,e1b236e1-6f58-48d1-a09f-477487cf1621,gzip,,cf2ebe76-b3b1-4266-afd8-be17f29cfbd6,2012-09-21T11:05:12.975960,te,,JRC-Names named entity resource file,file,4894319,active,http://optima.jrc.it/data/entities.gzip,,,
11,,,2012-09-21T11:38:37.902095,File was converted for MLODE by M. Sherif,e1b236e1-6f58-48d1-a09f-477487cf1621,text/turtle,,5caffb6a-1002-4b2d-8964-976d40136b6d,2012-09-21T11:38:39.058596,application/x-gzip,text/turtle,RDF conversion,file,9247369,active,http://mlode.nlp2rdf.org/datasets/jrcNames.ttl.gz,,,
12,,,2012-09-21T11:39:43.425444,,e1b236e1-6f58-48d1-a09f-477487cf1621,gz:nt,,4ffc845b-184a-48f6-887c-3b5b45f3930d,2013-04-24T08:40:16.879208,application/x-gzip,text/ntriples,Links to DBpedia,file,230539,active,http://mlode.nlp2rdf.org/datasets/jrcNamesInterlink.ttl.gz,,,
13,,,2012-09-21T11:42:26.147230,,e1b236e1-6f58-48d1-a09f-477487cf1621,api/sparql,,4a5ca5d1-a594-4f20-8be0-15460a500940,2012-09-21T11:42:27.404307,text/html,,SPARQL endpoint,api,9514,active,http://mlode.nlp2rdf.org/sparql,,,
14,,,2012-09-21T11:56:47.563995,,e1b236e1-6f58-48d1-a09f-477487cf1621,example/turtle,,14465e46-356b-4552-b026-fd6536825d31,2012-09-22T06:52:18.324795,text/html,,Link to the example turtle resource Muammar Gaddafi,file,28256,active,http://mlode.nlp2rdf.org/resource/jrc-names/Muammar_Gaddafi,,,
15,,,,,d199156b-f304-4d49-b3b7-76c39d9fb3d5,api/sparql,,f2dd63c9-1488-44d6-ae33-30e1a9d418ab,,,,B3Kat SPARQL-Endpoint,api,,active,http://lod.b3kat.de/sparql,,,
16,,,,Data Dump: Download the complete dataset in Turtle-Format or MARC-XML. ,d199156b-f304-4d49-b3b7-76c39d9fb3d5,HTML,,3e9df0e7-848d-45ce-a078-875d220403ff,,,,B3Kat - Dataset Download-Page ,file,5368709120,active,http://lod.b3kat.de/download,,,
17,,,,VoiD dataset description for B3Kat,d199156b-f304-4d49-b3b7-76c39d9fb3d5,meta/void,,9b92666e-2170-4644-a5f0-b70c16f7eedf,,,,voiD description,file,,active,http://lod.b3kat.de/.well-known/void,,,
18,,,,Link to an example resource in Turtle format,d199156b-f304-4d49-b3b7-76c39d9fb3d5,example/turtle,,d837298a-fe26-4add-9cb1-73c0065d4ecf,,,,Example Resource,file,,active,http://lod.b3kat.de/data/title/BV000023809,,,
19,,,,,d199156b-f304-4d49-b3b7-76c39d9fb3d5,text/turtle,,b6d48b5e-85ee-4df2-abb1-14dc664d4682,,,,Download - Part 0,file,,active,http://lod.b3kat.de/download/lod.b3kat.de.part0.ttl.gz,,,
20,,,,,d199156b-f304-4d49-b3b7-76c39d9fb3d5,text/turtle,,2793a697-401f-4e8a-9ac4-e352d3a61622,,,,Download - Part 1,file,,active,http://lod.b3kat.de/download/lod.b3kat.de.part1.ttl.gz,,,
21,,,,,d199156b-f304-4d49-b3b7-76c39d9fb3d5,text/turtle,,48a34c92-2861-4f2a-9e68-fcb173c08ebb,,,,Download - Part 2,file,,active,http://lod.b3kat.de/download/lod.b3kat.de.part2.ttl.gz,,,
22,,,,,d199156b-f304-4d49-b3b7-76c39d9fb3d5,text/turtle,,51f41987-2a4b-4b63-92a4-dbff685d16a7,,,,Download - Part 3,file,,active,http://lod.b3kat.de/download/lod.b3kat.de.part3.ttl.gz,,,
23,,,,,d199156b-f304-4d49-b3b7-76c39d9fb3d5,text/turtle,,827fa614-711e-4327-93a3-768800f54c37,,,,Download - Part 4,file,,active,http://lod.b3kat.de/download/lod.b3kat.de.part4.ttl.gz,,,
24,,,2014-03-25T08:04:34.230583,,d199156b-f304-4d49-b3b7-76c39d9fb3d5,text/turtle,,8dcd880b-ee63-43ae-94a5-813144e51ed2,,,,Download - Part 5,file,,active,http://lod.b3kat.de/download/lod.b3kat.de.part5.ttl.gz,,,
25,,,2013-05-25T19:51:42.521988,"Listing of all RDF datasets available, using the Vocabulary of Interlinked Datasets (VoID)",09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/void,,ae36369b-6e37-4993-8085-471e20e28349,2013-05-25T19:51:48.251369,application/rdf+turtle,text/turtle,VoID Listing,file,,active,http://ieeevis.tw.rpi.edu/novoid.ttl,,,
26,,,2013-05-25T22:19:33.853166,Listing of all RDF datasets available.,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/sitemap,,d1884bfb-0fa3-4387-bd9a-c7a6895cbc5d,2013-05-25T22:19:36.334219,application/xml,application/xml,Sitemap,file,87868,active,http://ieeevis.tw.rpi.edu/source/ieeevis-tw-rpi-edu/file/cr-sitemap/version/latest/conversion/sitemap.xml.hide,,,
27,,,2013-05-25T12:57:07.875841,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,example/rdf+xml,,a8ab3d62-792b-4b14-b94f-5c5a42f915cb,2013-05-25T12:57:10.670147,text/html,,Example URI,file,20,active,http://ieeevis.tw.rpi.edu/source/ieeevis-tw-rpi-edu/dataset/movie-characters/version/2013-May-22/r2-d2,,,
28,,,2013-05-25T09:55:41.197490,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,application/x-ntriples,,b5512edf-98b3-456e-9cf0-21966914d75c,2013-05-25T09:55:43.493174,application/x-gzip,,N-Triples Download,file,8403524,active,http://ieeevis.tw.rpi.edu/source/ieeevis-tw-rpi-edu/file/cr-full-dump/version/latest/conversion/ieeevis-tw-rpi-edu.nt.gz,,,
29,,,2013-05-03T20:30:45.986821,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,api/sparql,,5be3acc4-105e-4274-80f3-09d4b774dc21,2013-05-03T20:32:37.554347,text/html,,SPARQL Endpoint,file,20,active,http://ieeevis.tw.rpi.edu/nosparql,,,
30,,,2013-05-26T15:42:05.122275,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,mapping/twc-conversion,,006bf776-6fb7-4839-9b74-4658ad3091d2,,text/turtle,text/turtle,Conversion Enhancement Parameters,file,,active,http://ieeevis.tw.rpi.edu/source/ieeevis-tw-rpi-edu/file/cr-aggregated-params/version/latest/conversion/ieeevis-tw-rpi-edu-cr-aggregated-params-latest.ttl.gz,,,
31,,,2013-05-03T20:30:45.986853,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,7b810aa6-2a27-4577-952a-1e8764760d57,2013-05-03T20:33:05.774441,application/rdf+xml,,sioc RDF Schema,file,50160,active,http://rdfs.org/sioc/ns#,,,
32,,,2013-05-03T20:30:45.986864,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,2dff830e-4498-49b9-9419-b634663eb52f,2013-05-03T20:32:45.718367,application/rdf\+xml,,prv RDF Schema,file,29350,active,http://purl.org/net/provenance/ns#,,,
33,,,2013-05-03T20:30:45.986881,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,3dad805c-b0c2-4501-ac9d-c1d61ad7c31c,2013-05-03T20:32:34.308939,text/html,,dc RDF Schema,file,,active,http://purl.org/dc/terms/,,,
34,,,2013-05-03T20:30:45.986892,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,c3a486cd-b179-4d1c-84c8-d72f0146ab28,,,,vann RDF Schema,file,,active,http://purl.org/vocab/vann/,,,
35,,,2013-05-03T20:30:45.986902,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,4e3e4c29-a065-43ca-a4cb-2edb7f3c3d5c,2013-05-03T20:33:17.984025,text/html,,dcat RDF Schema,file,1085,active,http://www.w3.org/ns/dcat#,,,
36,,,2013-05-03T20:30:45.986918,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,2a1e2862-6345-4967-9092-ace655185a63,,,,graffle RDF Schema,file,,active,http://purl.org/twc/vocab/vsr/graffle#,,,
37,,,2013-05-03T20:30:45.986938,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,9ef99112-ed1b-469f-b404-96b2ba97e82d,2013-05-03T20:33:14.565671,text/html,,nfo RDF Schema,file,81870,active,http://www.semanticdesktop.org/ontologies/nfo/#,,,
38,,,2013-05-03T20:30:45.986954,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,65988ba3-d441-4186-9b9e-73a5dcaefbfb,2013-05-03T20:33:42.092484,text/turtle,,datafaqs RDF Schema,file,8374,active,http://purl.org/twc/vocab/datafaqs#,,,
39,,,2013-05-03T20:30:45.986975,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,ff3a6235-22d1-42f9-a90b-eb4d92d32650,2013-05-03T20:32:20.300661,text/turtle,,owl RDF Schema,file,24545,active,http://www.w3.org/2002/07/owl#,,,
40,,,2013-05-03T20:30:45.987001,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,2e81e745-cd00-4821-8e14-aeca38af0435,2013-05-03T20:32:00.460124,text/html,,sio RDF Schema,file,178,active,http://semanticscience.org/resource/,,,
41,,,2013-05-03T20:30:45.987011,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,08ac2b12-4c40-4f83-8bb3-0358908c4bd5,2013-07-01T09:18:45.471714,application/rdf+xml,,bibo RDF Schema,file,,active,http://purl.org/ontology/bibo/,,,
42,,,2013-05-03T20:30:45.987083,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,2b5887e9-4d77-4610-98d7-344524cdbcaa,2013-05-03T20:31:26.293824,application/rdf+xml,,pmlj RDF Schema,file,20190,active,http://inference-web.org/2.0/pml-justification.owl#,,,
43,,,2013-05-03T20:30:45.987109,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,bd19fe64-da78-4bff-be9c-e9d366d91187,2013-05-03T20:31:49.217156,text/html,,prov RDF Schema,file,2219,active,http://www.w3.org/ns/prov#,,,
44,,,2013-05-03T20:30:45.987119,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,6ec93fc7-7471-4d6f-bddb-68b65d2dabc8,2013-05-03T20:31:38.384242,application/rdf+xml,,tag RDF Schema,file,9336,active,http://www.holygoat.co.uk/owl/redwood/0.1/tags/,,,
45,,,2013-05-03T20:30:45.987145,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,14288f1f-1c7c-4cfc-a91c-c813086906c8,2013-05-03T20:31:53.428201,application/rdf+xml,,doap RDF Schema,file,52809,active,http://usefulinc.com/ns/doap#,,,
46,,,2013-05-03T20:30:45.987155,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,46e265ea-54d2-4a66-805d-1cc8ca7fcc47,,,,ov RDF Schema,file,,active,http://open.vocab.org/terms/,,,
47,,,2013-05-03T20:30:45.987181,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,63b235db-8fec-4749-ad8d-198cc61de8ac,2013-07-01T09:18:46.383168,application/rdf+xml,,rdf RDF Schema,file,7058,active,http://www.w3.org/1999/02/22-rdf-syntax-ns#,,,
48,,,2013-05-03T20:30:45.987191,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,022197b1-97b3-4471-bdce-25748679a91e,,,,opm RDF Schema,file,,active,http://openprovenance.org/ontology#,,,
49,,,2013-05-03T20:30:45.987207,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,ca8992c9-5565-4153-b6f2-26ac25fbbf43,2013-05-03T20:32:05.097785,application/xhtml+xml,,grddl RDF Schema,file,14891,active,http://www.w3.org/2003/g/data-view#,,,
50,,,2013-05-03T20:30:45.987217,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,0f19b6b8-96d1-4a07-8eca-ef8eea2fdfa4,2013-05-03T20:31:07.116838,application/rdf+xml,,oboro RDF Schema,file,33733,active,http://obofoundry.org/ro/ro.owl#,,,
51,,,2013-05-03T20:30:45.987243,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,49707e71-a7ba-4d29-bb8f-2debe45a5207,2013-07-01T09:18:47.343074,text/turtle,,conv RDF Schema,file,50827,active,http://purl.org/twc/vocab/conversion/,,,
52,,,2013-05-03T20:30:45.987279,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,c139b989db53e9526d21afb40a2bef6d6a742d7e,6d4ceffd-2d31-45a4-b24f-304afe604e6c,2013-05-03T20:33:22.553634,text/plain,,vsr RDF Schema,file,11019,active,http://purl.org/twc/vocab/vsr#,,,
53,,,2013-05-03T20:30:45.987289,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,154bc768-3bd3-467c-a824-f527e625631f,2013-07-01T09:18:48.506158,application/rdf+xml; qs=0.9,,geo RDF Schema,file,7866,active,http://www.w3.org/2003/01/geo/wgs84_pos#,,,
54,,,2013-05-03T20:30:45.987299,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,c9a2158c-5a90-4463-9193-6d9efff5dc9f,2013-07-01T09:18:49.171206,application/rdf+xml,,rdfs RDF Schema,file,6560,active,http://www.w3.org/2000/01/rdf-schema#,,,
55,,,2013-05-03T20:30:45.987315,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,a4bc8425-9f7b-4974-a977-2f06c19b8870,2013-05-03T20:32:13.069756,application/rdf+xml; qs=0.9,,con RDF Schema,file,17716,active,http://www.w3.org/2000/10/swap/pim/contact#,,,
56,,,2013-05-03T20:30:45.987335,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,380c3cb5-6eec-4a08-bfa3-838ae0263012,2013-05-03T20:31:18.208966,text/html,,pml RDF Schema,file,325,active,http://provenanceweb.org/ns/pml#,,,
57,,,2013-05-03T20:30:45.987351,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,dac5ef98688797ef13c556b17d917a33bcf83aff,250b1e23-18df-45c5-8f3b-aba0a6fb926e,2013-07-01T09:18:50.216313,text/plain,,qb RDF Schema,file,15134,active,http://purl.org/linked-data/cube#,,,
58,,,2013-05-03T20:30:45.987361,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,183a0162-b42e-45d3-9920-49623f3ebbb1,2013-05-03T20:32:24.414079,application/rdf+xml; qs=0.9,,skos RDF Schema,file,28966,active,http://www.w3.org/2004/02/skos/core#,,,
59,,,2013-05-03T20:30:45.987371,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,b60df165-0215-40c2-9937-d34e85331850,2013-05-03T20:33:52.665180,application/rdf+xml,,void RDF Schema,file,20,active,http://rdfs.org/ns/void#,,,
60,,,2013-05-03T20:30:45.987381,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,27d4d6af-4649-471f-ad6c-7c1f579b672f,2013-05-03T20:33:01.061587,application/rdf+xml,,pmlp RDF Schema,file,51018,active,http://inference-web.org/2.0/pml-provenance.owl#,,,
61,,,2013-05-03T20:30:45.987407,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,765c171f-038e-4816-949a-e46b42094764,2013-05-03T20:33:46.080276,text/html,,foaf RDF Schema,file,41832,active,http://xmlns.com/foaf/0.1/,,,
62,,,2013-05-03T20:30:45.987418,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,692fb700-b571-49a1-9200-5be09ea29f20,2013-05-03T20:32:42.399385,application/rdf+xml,,irw RDF Schema,file,22595,active,http://www.ontologydesignpatterns.org/ont/web/irw.owl#,,,
63,,,2013-05-03T20:30:45.987433,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,8e3adfa56a38057c7d307d178ee04f8bbd19f554,5d0a754a-0a0a-4291-bd2d-949878cf5b72,2013-05-03T20:33:10.004531,application/octet-stream,,coin RDF Schema,file,8269,active,http://purl.org/court/def/2009/coin#,,,
64,,,2013-05-23T13:30:01.453011,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,559e41aa-b753-440a-989c-d51de3a255bb,,,,graffle RDF Schema,file,,active,http://purl.org/twc/vocab/vsr/graffle,,,
65,,,2013-05-23T13:30:01.453047,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,bbe5bc54-9418-4cf7-bb2c-cef14b0e945a,2013-05-23T13:30:56.442353,text/html,,dcat RDF Schema,file,1085,active,http://www.w3.org/ns/dcat,,,
66,,,2013-05-23T13:30:01.453070,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,8c7843c9-1b6f-4ea3-8ffc-9b65c8aa484b,2013-05-23T13:31:31.200718,text/turtle,,datafaqs RDF Schema,file,8374,active,http://purl.org/twc/vocab/datafaqs,,,
67,,,2013-05-23T13:30:01.453081,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,4c93c828-49ff-413a-918b-b7799665f45e,2013-05-23T13:31:07.810823,application/rdf+xml; qs=0.9,,geo RDF Schema,file,7866,active,http://www.w3.org/2003/01/geo/wgs84_pos,,,
68,,,2013-05-23T13:30:01.453091,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,8356b87f-2e8f-4e77-a300-b0483e30d1e1,2013-05-23T13:32:15.133629,application/rdf+xml,,sioc RDF Schema,file,50160,active,http://rdfs.org/sioc/ns,,,
69,,,2013-05-23T13:30:01.453102,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,c139b989db53e9526d21afb40a2bef6d6a742d7e,570b8cd5-bf66-49d6-b751-571ecacc849d,2013-05-23T13:31:11.971923,text/plain,,vsr RDF Schema,file,11019,active,http://purl.org/twc/vocab/vsr,,,
70,,,2013-05-23T13:30:01.453112,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,8e3adfa56a38057c7d307d178ee04f8bbd19f554,2f04869c-78e0-43b3-8caf-4c271ce56267,2013-05-23T13:31:48.097888,application/octet-stream,,coin RDF Schema,file,8269,active,http://purl.org/court/def/2009/coin,,,
71,,,2013-05-23T13:30:01.453123,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,8cd90651-c337-4dfe-aa59-99354c4c986d,2013-05-23T13:31:23.176658,text/turtle,,owl RDF Schema,file,24545,active,http://www.w3.org/2002/07/owl,,,
72,,,2013-05-23T13:30:01.453133,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,9c35ca28-0ffe-4bda-b920-13133c7e4f47,2013-05-23T13:31:52.122843,application/rdf+xml,,doap RDF Schema,file,52809,active,http://usefulinc.com/ns/doap,,,
73,,,2013-05-23T13:30:01.453143,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,0cdf8169-805e-46a0-930f-177f9166ea0c,2013-05-23T13:30:43.814739,application/rdf\+xml,,prv RDF Schema,file,29350,active,http://purl.org/net/provenance/ns,,,
74,,,2013-05-23T13:30:01.453154,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,af7de2ed-d0b2-4580-80ad-ae917d6918c1,2013-05-23T13:31:15.880825,application/rdf+xml; qs=0.9,,con RDF Schema,file,17716,active,http://www.w3.org/2000/10/swap/pim/contact,,,
75,,,2013-05-23T13:30:01.453164,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,0cca7fd8-5965-4b4a-821a-703e140c224b,2013-05-23T13:31:01.177614,application/rdf+xml,,irw RDF Schema,file,22595,active,http://www.ontologydesignpatterns.org/ont/web/irw.owl,,,
76,,,2013-05-23T13:30:01.453185,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,cf8eddf1-e67a-4b0b-8932-fc97409b03e3,2013-05-23T13:31:27.053624,application/xhtml+xml,,grddl RDF Schema,file,14891,active,http://www.w3.org/2003/g/data-view,,,
77,,,2013-05-23T13:30:01.453205,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,2a0b565d-a995-49ad-891b-c59dd5e09c2d,2013-05-23T13:31:35.668102,application/rdf+xml,,pmlp RDF Schema,file,51018,active,http://inference-web.org/2.0/pml-provenance.owl,,,
78,,,2013-05-23T13:30:01.453216,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,30064fa6-4f8a-40b5-a1a5-640bcbeee35e,2013-05-23T13:32:07.938938,application/rdf+xml,,rdf RDF Schema,file,7058,active,http://www.w3.org/1999/02/22-rdf-syntax-ns,,,
79,,,2013-05-23T13:30:01.453226,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,464ac823-b273-4911-9679-cd7535beb204,2013-05-23T13:31:40.045920,application/rdf+xml; qs=0.9,,skos RDF Schema,file,28966,active,http://www.w3.org/2004/02/skos/core,,,
80,,,2013-05-23T13:30:01.453247,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,e26e4bb9-fbc3-4ac0-8b54-8d2e93db633e,2013-05-23T13:30:17.429987,application/rdf+xml,,pmlj RDF Schema,file,20190,active,http://inference-web.org/2.0/pml-justification.owl,,,
81,,,2013-05-23T13:30:01.453267,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,dac5ef98688797ef13c556b17d917a33bcf83aff,83c391c1-345a-4290-a9eb-2c0f54757f50,2013-07-01T09:18:52.238015,text/plain,,qb RDF Schema,file,15134,active,http://purl.org/linked-data/cube,,,
82,,,2013-05-23T13:30:01.453277,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,e149d65d-91b9-420b-8630-59e5d5ae25b8,2013-05-23T13:31:55.800922,text/html,,prov RDF Schema,file,2219,active,http://www.w3.org/ns/prov,,,
83,,,2013-05-23T13:30:01.453298,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,cfb333dd-05bd-479a-a3af-6bea38ea7740,2013-05-23T13:30:38.836534,application/rdf+xml,,rdfs RDF Schema,file,6560,active,http://www.w3.org/2000/01/rdf-schema,,,
84,,,2013-05-23T13:30:01.453309,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,c710200a-76cb-4c09-a7c5-c547e6557a07,2013-05-23T13:30:35.625080,application/rdf+xml,,oboro RDF Schema,file,33733,active,http://obofoundry.org/ro/ro.owl,,,
85,,,2013-05-23T13:30:01.453319,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,f7cf88fd252cb982a44a83e67a9e9dca69a73ba3,2458c8d9-bb76-4dc0-8be8-db9ff760e989,2013-07-01T09:18:56.016107,text/plain,,pml RDF Schema,file,69039,active,http://provenanceweb.org/ns/pml,,,
86,,,2013-05-23T13:30:01.453329,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,f4e1bc18-b64a-4353-a542-1baea701d189,2013-05-23T13:32:01.066729,application/rdf+xml,,void RDF Schema,file,20,active,http://rdfs.org/ns/void,,,
87,,,2013-05-23T13:30:01.453340,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,d3e55bb0-aa93-430a-ab02-528a6364025b,,,,opm RDF Schema,file,,active,http://openprovenance.org/ontology,,,
88,,,2013-05-25T19:51:42.521955,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,cd9bb536-6c1b-4e66-8d59-5a92ef5a7f49,,,,dbpedia RDF Schema,file,,active,http://dbpedia.org/resource/,,,
89,,,2014-02-05T21:36:19.084336,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,meta/rdf-schema,,e196ee1e-54f4-457b-862c-864b87678893,,,,event RDF Schema,,,active,http://purl.org/NET/c4dm/event.owl,,,
90,,,2014-02-05T21:36:19.084474,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,example/rdf+xml,,ab1a03cf-e569-49b3-bf87-38f74c766469,,,,Example URI,file,,active,http://ieeevis.tw.rpi.edu/source/eagereyes-org/dataset/acceptance-rates/venue/eurovis/year/1999/submitted,,,
91,,,2014-05-08T08:37:20.844370,,09bb4837-4dd0-4a8a-ab42-4924b0c61719,example/rdf+xml,,c75ff1a3-85df-4c5a-9d3b-690e1fb6d9f9,,,,Example URI,file,,active,http://dx.doi.org/10.1109/TVCG.2010.181,,,
