,id,ds_name,title,alt_name,url,res_url,publications
392,80a9b3df-d1aa-48ae-b68d-20ce26516fe6,jiscopenbib-bl_bnb-1,JISC Open Bibliography British National Bibliography dataset,JISC BNB dataset,http://openbiblio.net/2010/11/17/jisc-openbibliography-british-library-data-release/,http://openbiblio.commondatastorage.googleapis.com/BL-BNB-dataset.zip|http://bnb.data.bl.uk/sparql|http://www.bl.uk/bibliographic/pdfs/british_library_data_model_v1-00.pdf|http://www.bl.uk/bibliographic/datafree.html|http://bnb.data.bl.uk/id/agent/%C3%89ditionsdeLaMartini%C3%A8re,
405,c592b6a7-846d-4905-97f3-06dcf72537d7,iptc-newscodes,IPTC NewsCodes,,http://www.iptc.org/cms/site/index.html?channel=CH0103,http://cv.iptc.org/newscodes/scene/|http://cv.iptc.org/Requester?scheme=genre&format=skos|http://cv.iptc.org/Requester?scheme=mediatopic&format=skos|http://cv.iptc.org/Requester?scheme=scene&format=skos|http://cv.iptc.org/Requester?scheme=subjectcode&format=skos|http://cv.iptc.org/Requester?scheme=subjectqualifier&format=skos|http://cv.iptc.org/Requester?scheme=worldregion&format=skos,
479,78fb9cb7-4335-4254-96c6-5adcef2a4c0a,fao-geopolitical-ontology,FAO geopolitical ontology,,http://www.fao.org/countryprofiles/geoinfo.asp?lang=en,http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource|http://www.fao.org/countryprofiles/geoinfo/geopolitical/data|http://aims.fao.org/aos/geopolitical.owl|http://www.fao.org/countryprofiles/webservices.asp|http://www.fao.org/countryprofiles/geoinfo/geopolitical/data/self_governing|http://www.fao.org/countryprofiles/geoinfo/geopolitical/page/self_governing|http://www.fao.org/countryprofiles/geoinfo/modulemaker/index.html,
552,d10f7577-e268-45a2-acc6-ab2738247337,dutch-ships-and-sailors,Dutch Ships and Sailors,,,http://semanticweb.cs.vu.nl/dss/sparql/|http://semanticweb.cs.vu.nl/dss/|http://semanticweb.cs.vu.nl/dss/api/export_graph?graph=http%3A%2F%2Fpurl.org%2Fcollections%2Fnl%2Fdss%2Fdss_schema.ttl&mimetype=text%2Fplain&format=turtle|http://dutchshipsandsailors.nl/data/sparql/|http://purl.org/collections/nl/dss/mdb/aanmonstering-del_gem-1890-35,"de Boer, Victor, et al. ""Dutch ships and sailors linked data"" The Semantic Web???ISWC 2014. Springer International Publishing, 2014. 229-244."
630,60919a30-b8bb-44da-937b-1f11e1eef474,bizkaisense,BizkaiSense,,http://helheim.deusto.es/bizkaisense/,http://helheim.deusto.es/bizkaisense/|http://helheim.deusto.es/bizkaisense/sparql|http://helheim.deusto.es/bizkaisense/resource/station/ESMUN|http://helheim.deusto.es/bizkaisense/data/station/ESMUN/SO2/2011-01-01T00:00:00|http://helheim.deusto.es/bizkaisense/dataset,
136,984bc5cc-14c0-44ab-b7b5-498544c8fa6e,schema-org,schema.org,,http://schema.rdfs.org/,https://ckannet-storage.commondatastorage.googleapis.com/2015-03-18T17:25:40.358Z/schema-org.ttl|http://schema.rdfs.org/all.json,
126,63c59748-0fa7-477d-a7d0-2ca2969aeed6,semanticweb-org,semanticweb.org,Semantic Wiki about the Semantic Web community,http://semanticweb.org/,http://semanticweb.org/RDF/alldata.xml|http://semanticweb.org/id/Pacific_Ocean,
178,589dba7b-be29-4bcd-b6d7-838851c14cfa,provenanceweb,provenanceweb,Linked Data provenance and explanation,,http://provenanceweb.org/source/provenanceweb/file/cr-full-dump/version/latest/conversion/provenanceweb-org.nt.gz|http://provenanceweb.org/sparql|http://provenanceweb.org/void.ttl|http://provenanceweb.org/source/provenanceweb/file/cr-sitemap/version/latest/conversion/sitemap.xml|http://provenanceweb.org/source/provenanceweb/file/cr-aggregated-params/version/latest/conversion/provenanceweb-cr-aggregated-params-latest.ttl.gz|http://provenanceweb.org/format/mime/application/rdf+xml|http://provenanceweb.org/ns/pml,
432,09bb4837-4dd0-4a8a-ab42-4924b0c61719,twc-ieeevis,IEEE VIS Source Data,IEEE VIS conference  data,http://ieeevis.tw.rpi.edu,http://ieeevis.tw.rpi.edu/novoid.ttl|http://ieeevis.tw.rpi.edu/source/ieeevis-tw-rpi-edu/file/cr-sitemap/version/latest/conversion/sitemap.xml.hide|http://ieeevis.tw.rpi.edu/source/ieeevis-tw-rpi-edu/dataset/movie-characters/version/2013-May-22/r2-d2|http://ieeevis.tw.rpi.edu/source/ieeevis-tw-rpi-edu/file/cr-full-dump/version/latest/conversion/ieeevis-tw-rpi-edu.nt.gz|http://ieeevis.tw.rpi.edu/nosparql|http://ieeevis.tw.rpi.edu/source/ieeevis-tw-rpi-edu/file/cr-aggregated-params/version/latest/conversion/ieeevis-tw-rpi-edu-cr-aggregated-params-latest.ttl.gz|http://ieeevis.tw.rpi.edu/source/eagereyes-org/dataset/acceptance-rates/venue/eurovis/year/1999/submitted,
187,4c72c2f4-9d29-429b-bdc9-201e8c0c6f8a,prefix-cc,prefix.cc,namespace prefix mappings in RDF,http://prefix.cc/,http://prefix.cc/popular/all.file.csv|http://prefix.cc/popular/all.file.json|http://prefix.cc/popular/all.file.vann|http://prefix.cc/about/api|http://prefix.cc/foaf.file.vann,
312,fa047e81-1d4a-4662-8441-6444ea069df6,mexico,MExiCo,Multimodal Experiment Corpora,http://x1.sfb673.org/products/mexico,http://data.sfb673.org/mexico/mexico-1.0.ttl|http://data.sfb673.org/mexico/mexico-example.ttl,
435,ea93b09f-f46e-4624-86d6-f662ff25ee96,icane,ICANE,Statistical Office of Cantabria metadata,http://www.icane.es/semantic-web,http://www.icane.es/opendata/vocab|http://www.icane.es/opendata/void|http://www.icane.es/semantic-web|http://www.icane.es/opendata/sparql|http://www.icane.es/statistical-api|http://www.icane.es/metadata/|http://www.icane.es/economy#section|http://www.icane.es/population#section|http://www.icane.es/society#section|http://www.icane.es/territory-environment#section|http://www.icane.es/data/regional-data/economy/labour-market/active-population-economic-sector-nace09#timeseries|http://www.icane.es/data/api/regional-data/economy/labour-market/active-population-economic-sector-nace09.rdf,
444,0f354289-0e5b-41bb-a607-395ce99bc2da,twc-healthdata,HealthData.gov Platform (HDP) on the Semantic Web,HDP dataset,http://healthdata.tw.rpi.edu/index.html,http://healthdata.tw.rpi.edu/sparql|http://purl.org/twc/health/source/hub-healthdata-gov/dataset/hospital-compare/version/2012-Jul-17/provider/010054|http://purl.org/twc/health/source/hub-healthdata-gov/file/2008-basic-stand-alone-skilled/version/2012-Mar-15/conversion/hub-healthdata-gov-2008-basic-stand-alone-skilled-2012-Mar-15.void.ttl.gz|http://healthdata.tw.rpi.edu/void|http://hub.healthdata.gov,
